description,images,link,price,thumbnail,title
"HERMES Bag KELLY 32 in Ebène grained calfskin (very dark brown).
The most resistant leather from Hermès, unfortunately it is no longer sold. 
Current leathers (Taurillon Clémence, Togo, Epsom...are infinitely less resistant over time).
Stamp J for 1954. Golden accessories.
In magnificent condition and complete : padlock, bell, 2 keys, dust bag.
Goatskin interior in perfect condition.
Exterior in very good condition. Note: 2 barely visible superficial scratches (see our photos).
We will not accept offers for this marvel and we thank you for your understanding.

[[ 2]]
",,https://www.vestiairecollective.com/women-bags/handbags/hermes/brown-leather-kelly-32-hermes-handbag-31440341.shtml,763620,https://images.vestiairecollective.com/produit/31440341-1_4.jpg,Kelly 32 leather handbag
"Hermes 24/24 bag, size 29, gold colour with gold hardwares. The leather is MAURICE  and swift leather, very beautiful and special! The bag has been carefully used a few times, hence the condition is still very good, please see the pictures for your reference. It will be sold with full sets (box, dust bag, strap, felt, maintenance booklet, and a photocopied of the original receipt)",,https://www.vestiairecollective.com/women-bags/handbags/hermes/gold-leather-24-24-hermes-handbag-31542730.shtml,1139932,https://images.vestiairecollective.com/produit/31542730-1_3.jpg,24/24 leather handbag
"Turquoise blue and anise green ""Les Léopards"" illustration pattern print silk scarf with rolled edge. Composition : 100% silk. Comes with box and receipt. Good condition: some dent marks and light marks on the scarf around the edges. ",,https://www.vestiairecollective.com/women-accessories/scarves/hermes/turquoise-silk-carre-geant-silk-140-hermes-scarf-31062841.shtml,29101,https://images.vestiairecollective.com/produit/31062841-1_4.jpg,Carré Géant silk 140 silk scarf
"beautiful special 2023 limited Chaine D'ancre Herbag 31 with gold hard wear

Black/Ecru
bought at store in march 2023 

comes with everything
",,https://www.vestiairecollective.com/women-bags/handbags/hermes/black-cloth-herbag-hermes-handbag-31815472.shtml,610896,https://images.vestiairecollective.com/produit/31815472-1_3.jpg,Herbag cloth handbag
"Worn once (I'm not the Evelyne type)
29cm, Togo, Bleu du Nord",,https://www.vestiairecollective.com/women-bags/handbags/hermes/blue-leather-evelyne-hermes-handbag-31864472.shtml,439067,https://images.vestiairecollective.com/produit/31864472-1_4.jpg,Evelyne leather crossbody bag
Condition as in the photos. I recommend my other auctions and profile observations.,,https://www.vestiairecollective.com/men-shoes/trainers/hermes/black-leather-starter-hermes-trainers-31579828.shtml,23379,https://images.vestiairecollective.com/produit/31579828-1_3.jpg,Starter leather low trainers
"Hermes Bastia Rouge Venitien
",,https://www.vestiairecollective.com/women-accessories/purses-wallets-cases/hermes/burgundy-leather-bastia-hermes-purse-31682224.shtml,24671,https://images.vestiairecollective.com/produit/31682224-1_2.jpg,Bastia leather purse
New in box 34.25 x 34.25,,https://www.vestiairecollective.com/women-accessories/scarves/hermes/multicolour-silk-hermes-scarf-31900301.shtml,55000,https://images.vestiairecollective.com/produit/31900301-1_4.jpg,Silk scarf
"Beautiful Birkin 35 in Togo leather and gold hardware. The bag has just received a care treatment in the Hermès spa and is in very good condition. The corners and handles are not damaged. The only signs of wear are the usual scratches on the hardware and minimal signs of use on the leather. 
Comes with lock, clochette, two keys, dustbag and mini dustbag, booklet. 
",,https://www.vestiairecollective.com/women-bags/handbags/hermes/black-leather-birkin-35-hermes-handbag-31843444.shtml,1703460,https://images.vestiairecollective.com/produit/31843444-1_3.jpg,Birkin 35 leather handbag
"Black color



Coin purse with flap in Epsom calfskin, closed with a palladium-plated silver snap button

Made in France

Dimensions: W 8.5 x H 8cm



PR0009667
H041054CK89",,https://www.vestiairecollective.com/women-accessories/purses-wallets-cases/hermes/black-leather-hermes-purse-30882358.shtml,25846,https://images.vestiairecollective.com/produit/30882358-1_2.jpg,Leather purse
